,Place of interest,Type of place,Place address,Place distrit,Place neighborhood,Place description,Place transport,Place latitude,Place longitude,mercator place,BiciMAD station,Station location,Station latitude,Station longitude,Station base availability,Station Bikes Availability,mercator station,Distance Between BiciMAD station and Place of interest
78,Parque Emperatriz María de Austria,Principales parques y jardines municipales,VIA LUSITANA,CARABANCHEL,ABRANTES,"Este parque es la zona verde más importante del distrito de Carabanchel. Se riega con agua regenerada de sus propios depósitos. El Parque Emperatriz María de Austria o Parque Sur está estructurado en tres zonas: Zona del Intercambiador de Plaza Elíptica. Esta zona dispone de praderas elevadas, jardineras y macizos arbustivos. Algunas de las especies tienen carteles informativos en los que se indican sus características principales. Zona Central. Es la zona más antigua del parque y se ubica entre el Intercambiador de Plaza Elíptica y el Parque Familiar. Dispone de grandes praderas, tanto naturales como de césped, arbolado de distintas especies, macizos de arbustos y un entramado de caminos y zonas estanciales terrizas. Esta área está dotada de zonas de juegos infantiles, juegos para la tercera edad, pistas de chito y calva, un circuito biosaludable y un mirador que limita con el Parque Familiar. Zona Parque Familiar. Este espacio, de creación posterior, se sitúa entre la zona central y la Avenida de los Poblados. Su jardinería está formada por grandes praderas naturales y de césped, arbolado y macizos de arbustos y flor. Esta zona presenta dos niveles: en el superior se ubican espacios deportivos para la práctica de petanca, fútbol, fútbol sala&amp;hellip; y en el inferior una ría que desemboca en un gran lago. Cabe destacar la pista para radio control y el espacio habilitado para el ejercicio físico de perros.","Bus: 47 , 81 , 108 , 116 , 121 , 131 , 155 Metro: Plaza Elíptica (línea 6 y 11) , Abrantes (línea 11)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.382311100280766,-3.7227552919050586,POINT (4495338.308738814 -414707.1185711655),Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,40.398247,-3.716591,disponible,12,POINT (4497112.284980891 -414019.4641230708),1902.5930588121028
79,Parque Enrique Tierno Galván,Principales parques y jardines municipales,MENESES,ARGANZUELA,LEGAZPI,"El Parque Tierno Galván se encuentra ubicado en el barrio de Legazpi, entre la antigua estación de ferrocarril de Delicias, actual Museo del Ferrocarril, y la vía de circunvalación M-30. La zona en la que se encuentra enclavado es conocida como el &amp;ldquo;Cerro de la Plata&amp;rdquo; y es uno de los parques más grandes de la ciudad de Madrid con 45 has. Dispone de tres estanques con sus respectivas pasarelas, así como de grandes praderas y amplios caminos. En este parque se encuentran diferentes especies arbóreas y una gran diversidad tanto de flora como de fauna. Está dotado de dos zonas infantiles, instalaciones deportivas, circuito biosaludable, circuitos bici y de miradores.   En el parque se encuentra ubicado el Planetario de Madrid, un Auditorio al aire libre, el antiguo cine IMAX, cerrado en septiembre de 2014 y una estatua en honor a su creador &amp;ldquo;Enrique Tierno Galván.","Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39210151448589,-3.681620654746187,POINT (4496428.172662783 -410118.4557733579),Méndez Álvaro,Calle Retama nº 5,40.3941388,-3.6758888,disponible,8,POINT (4496654.962248815 -409479.0711555289),678.4144793921238
80,Parque Entrevías Forestal,Principales parques y jardines municipales,EMBAJADORES,PUENTE DE VALLECAS,ENTREVIAS,"Zona verde situada al sur de Vallecas con arbolado consolidado, en su mayoría coníferas. El Parque Entrevías Forestal es uno de los tramos por donde discurre el anillo verde ciclista de Madrid. Este parque se integra junto a otras zonas verdes colindantes:  El Parque de Entrevías Urbano que dispone de un auditorio, zonas deportivas e infantiles.  El Parque de la Comunidad, situado en la cornisa del Barrio de Entrevías,  destaca por los vistosos miradores a la zona Centro Sur de Madrid. Esta superficie dispone de área infantil. Parque del Soto de Entrevías, parque educativo con senda Botánica.","Bus: 88  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.36782603611024,-3.6670181171393055,POINT (4493725.838771243 -408489.5604296111),Concordia,Calle Arroyo del Olivar nº 6,40.39382977920336,-3.665936242935637,disponible,6,POINT (4496620.562211088 -408368.8797354235),2897.237930018719
81,Parque Entrevías Urbano,Principales parques y jardines municipales,SUR,PUENTE DE VALLECAS,ENTREVIAS,Zona verde destacada por su amplio paseo de plátanos de sombra. Este parque tiene la particularidad de que se riega con agua regenerada. Existe un ramal del carril bici que atraviesa el parque. Utilizado por ciudadanos de distintas edades.,"Bus: 102, 111 Renfe: Asamblea de Madrid, Entrevías  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.37253969509114,-3.669809160205961,POINT (4494250.56088877 -408800.895835654),Concordia,Calle Arroyo del Olivar nº 6,40.39382977920336,-3.665936242935637,disponible,6,POINT (4496620.562211088 -408368.8797354235),2409.0546234252915
82,Parque Este de Valdebernardo,Principales parques y jardines municipales,DEMOCRACIA,VICALVARO,CASCO H.VICALVARO,"Parque periurbano de vocación forestal. Situado en el extremo oriental del barrio de Valdebernardo, enlaza éste con la Avenida de la Democracia. El parque cuenta con plantaciones de árboles y arbustos aromáticos dispuestos en parcelas definidas por caminos terrizos. Numerosas instalaciones deportivas.  Otras denominaciones: Parque del lago","Metro: Valdebernardo (línea 9) Bus: 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.393429973468265,-3.618383391636273,POINT (4496576.056040241 -403064.6071130501),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),1965.4993559177876
83,Parque Eugenia de Montijo,Principales parques y jardines municipales,PARQUE EUGENIA DE MONTIJO,CARABANCHEL,VISTA ALEGRE,"El parque Eugenia de Montijo está estructurado en dos zonas separadas por la calle Monseñor Óscar Romero. Una de las áreas es limítrofe con Nuestra Señora de la Luz y la otra se encuentra junto a la Avenida de los Poblados y la desaparecida cárcel de Carabanchel. La primera zona verde ha sido remodelada debido al proyecto de construcción de una carretera que lo iba a atravesar. Esta área tiene dos niveles unidos por grandes praderas. El superior dispone de zonas terrizas y praderas, mientras que el inferior, además de zona terriza con masas arbustivas, está dotado de una zona de juegos infantiles y de elementos deportivos. La segunda zona, con forma alargada, está formada por praderas con arbolado y por grandes zonas estanciales terrizas. La jardinería también está integrada por árboles en terrizo y macizos arbustivos y de flor. Sus paseos son pavimentados y terrizos. Este sector está dotado de varias pistas deportivas, zonas de juegos infantiles y de mayores. Destaca una zona baja con restos de la antigua finca de Eugenia de Montijo en la que hay un pequeño estanque rodeado de majestuosos cipreses catalogados.","Metro: Eugenia de Montijo (línea 5) Bus: 17 , 35 , 121 , 131 , 139  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.37942623334737,-3.752717445398877,POINT (4495017.166820781 -418049.6000741886),Caramuel,Calle Caramuel nº 51,40.40913630273305,-3.728533714316331,disponible,14,POINT (4498324.476616229 -415351.7319152079),4268.1132466589515
84,Parque Eva Duarte,Principales parques y jardines municipales,DOCTOR GOMEZ ULLA,SALAMANCA,GUINDALERA,"El parque Eva Duarte de Perón, situado junto a la plaza de Manuel Becerra, ocupa la antigua finca de Nogueras, también llamada Quinta de los Leones o Quinta de Nogueras. Estos jardines disponen de amplios espacios terrizos con alineaciones de plátano de sombra y diversas instalaciones deportivas: pistas de pádel, fútbol, baloncesto, elementos deportivos para mayores, zonas infantiles y un área canina. Destacan las dos fuentes ornamentales de gran singularidad y un busto en honor a Eva Duarte de Perón, conocida como Evita, dirigente política y actriz argentina. El parque, de 3 hectáreas de extensión, ha sido remodelado a lo largo de 2018. Se ha renovado el sistema de drenaje y acondicionado los caminos y zonas estanciales. Nuevas vallas protegen las zonas ajardinadas y se han sustituido las praderas por zonas arbustivas. El área canina se ha ampliado y renovado el vallado.","Metro: Manuel Becerra (línea 2 y 6) Bus: 12, 43, 56, 143, 156   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42985671996897,-3.668031432543624,POINT (4500631.062911955 -408602.5936725747),Ortega y Gasset 87,Calle Ortega y Gasset nº 87,40.429887,-3.6712823,disponible,16,POINT (4500634.433669591 -408965.2220963005),362.64408957120736
85,Parque Forestal Fuente Carrantona,Principales parques y jardines municipales,FUENTE CARRANTONA,MORATALAZ,HORCAJO,"El Parque Forestal de Fuente Carrantona surgió de la necesidad de localizar en una parcela delimitada los ejemplares de árboles y arbustos de gran porte que, debido a las obras de las grandes infraestructuras ejecutadas en los últimos años en la ciudad de Madrid, tuvieron que ser desplazados de su ubicación original.    Colindante con la Cuña Verde de O&amp;acute;Donnell, el parque forestal Fuente Carrantona fue creado con el trasplante de numerosos ejemplares arbóreos de otros lugares de la ciudad y cuenta con una superficie de 22,57 hectáreas. El Parque se estableció en una antigua zona degradada y su recuperación con la replantación de los árboles ha supuesto una importante mejora medioambiental para la zona y el Distrito de Moratalaz. Dentro del carácter funcional de su diseño se han incluido otras zonas de esparcimiento, tanto para la Tercera Edad como para los niños. Para los primeros, se han creado zonas dedicadas a actividades de recreo y descanso con una pista de petanca en el área más accesible desde las viviendas. La zona infantil diseñada con carácter inclusivo, donde pueden disfrutar y jugar todos los niños independientemente de sus limitaciones motoras o sensitivas, siempre rodeados de la vegetación del Parque.","Autobuses: E2, E4, 30, 100, 140 Metro: Alsacia (L2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41008304101258,-3.629714182785988,POINT (4498429.86703942 -404328.4723860072),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),1210.376400732154
86,Parque Forestal Julio Alguacil Gómez,Principales parques y jardines municipales,Ctra Carabanchel a Villaverde  con vuelta Calle Verde Viento,DISTRITO,,"El Parque Forestal Julio Alguacil Gómez (antes llamado Parque Forestal de Villaverde), responde a la necesidad de poner en marcha estrategias innovadoras de regeneración urbana integrando aspectos sociales, económicos y medioambientales para favorecer el desarrollo sostenible del Distrito de Villaverde. Se encuentra delimitado al sur por la Calle Verde Viento y el P&amp;ordm; de Plata y Castañar, al oeste por la A-42, al norte por el acceso a la Protectora de Animales y al este por la Ctra. de Villaverde a Carabanchel.  El parque cuenta en todo su perímetro con un carril bici que continúa hacia el cercano parque de Plata y Castañar y que está conectado con las vías ciclistas del Plan de Movilidad Ciclista de Madrid.  Lo vertebran dos ejes principales:  Uno situado en la zona sur y que discurre a lo largo de zonas ajardinadas mediante césped, formaciones arbustivas y alineaciones de arbolado, con un sistema de riego de reciente implantación mediante agua regenerada. El otro eje discurre de norte a sur y divide el parque en toda su longitud. Donde encontramos, a ambos lados, diferentes zonas con arbolado, principalmente de pino carrasco, delimitadas por una red de caminos de corte geométrico que recorren el parque flanqueados por alineaciones de diferentes especies como son el almez, el ciruelo rojo o el cinamomo. En la zona noroeste encontramos diferentes estratos vegetales formados por especies como el olivo, el almendro o el ciprés y arbustos como el romero, la salvia o el agracejo que actúan como pantalla acústica del tráfico rodado que circula por la cercana A-42.","Acceso en coche:  Desde M-40 por salida 24, dirección Ctra Carabanchel a Villaverde. Desde Avenida de los Poblados, a calle Rafaela Ibarra, continuación hasta Ctra Carabanchel a Villaverde Desde Calle Alcocer, Calle Villalonso o Av Real de Pinto, hasta intersección con Ctra Carabanchel a Villaverde    Acceso en transporte público:  autobús MT 131   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.36073540960827,-3.717718673604328,POINT (4492936.513839639 -414145.2608190308),Glorieta de Cádiz,Calle Antonio López nº 129,40.38895,-3.70017,disponible,7,POINT (4496077.347674986 -412187.6512511889),3700.9556065116235
87,Parque Forestal de Valdebebas-Felipe VI,Principales parques y jardines municipales,LAS FUERZAS ARMADAS,HORTALEZA,VALDEFUENTES,"El Parque forestal de Valdebebas-Felipe VI se establece sobre eriales, antiguas zonas de cultivo y grandes vertederos y escombreras. Con una extensión aproximada de 470 ha   y con una silueta que representa un gran árbol, el parque está situado al noreste de la ciudad, en el distrito de Hortaleza.  El parque se compone de una serie de zonas, en gran parte de carácter forestal, pero también con superficies de jardinería urbana. La zona central constituye el núcleo del parque. Recrea un gran parque forestal dentro de la trama urbana, con principios de sostenibilidad, representando los principales paisajes del centro de la península a través de las formaciones vegetales que las caracterizan. Son las denominadas zonas de Copa y Campo Abierto, que representan la mayor superficie del parque forestal. Dentro de este gran espacio se sitúan zonas de carácter jardinero que tienen una finalidad vertebradora, al servir de orientación dentro del mismo y que aportan personalidad al ámbito gracias a su singularidad. Se trata del Laberinto (con una estructura central de madera en forma de espiral ascendente y un mirador), del Arboreto (donde de cinco cubetas afloran islas con formaciones vegetales) y de las Terrazas (superficie compuesta por una serie de plataformas ajardinadas con desarrollo en cascada descendente hacia el río).","Bus: 174 y SE  799.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.48494412599755,-3.641451621738692,POINT (4506763.364900179 -405637.7129091166),Carlota O’Neill,Calle Carlota O'Neill nº 32,40.44370542379883,-3.648958444298144,disponible,1,POINT (4502172.693570442 -406475.0626355441),4666.413807413018
